timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778502815953,71,POST Login-0,302,,Calendar Day Users 1-3,,true,,400,455,1,1,http://localhost:8080/login,71,0,0
1778502816024,4,POST Login-1,302,,Calendar Day Users 1-3,,true,,356,292,1,1,http://localhost:8080/,4,0,0
1778502816029,24,POST Login-2,200,,Calendar Day Users 1-3,text,true,,36848,301,1,1,http://localhost:8080/dashboard,18,0,0
1778502816054,36,GET Calendar Day,200,,Calendar Day Users 1-3,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,26,0,0
1778502816270,11,GET Login Page,200,,Calendar Day Users 1-4,text,true,,21823,244,1,1,http://localhost:8080/login,10,0,1
1778502816282,103,POST Login,200,,Calendar Day Users 1-4,text,true,,37604,1048,1,1,http://localhost:8080/dashboard,80,0,0
1778502816282,80,POST Login-0,302,,Calendar Day Users 1-4,,true,,400,455,1,1,http://localhost:8080/login,80,0,0
1778502816362,4,POST Login-1,302,,Calendar Day Users 1-4,,true,,356,292,1,1,http://localhost:8080/,4,0,0
1778502816366,19,POST Login-2,200,,Calendar Day Users 1-4,text,true,,36848,301,1,1,http://localhost:8080/dashboard,15,0,0
1778502816386,41,GET Calendar Day,200,,Calendar Day Users 1-4,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,29,0,0
1778502816427,17,GET Login Page,200,,Calendar Day Users 1-4,text,true,,21823,244,1,1,http://localhost:8080/login,15,0,0
1778502816445,104,POST Login,200,,Calendar Day Users 1-4,text,true,,37604,1048,1,1,http://localhost:8080/dashboard,77,0,0
1778502816445,77,POST Login-0,302,,Calendar Day Users 1-4,,true,,400,455,1,1,http://localhost:8080/login,77,0,0
1778502816523,5,POST Login-1,302,,Calendar Day Users 1-4,,true,,356,292,1,1,http://localhost:8080/,5,0,0
1778502816528,21,POST Login-2,200,,Calendar Day Users 1-4,text,true,,36848,301,1,1,http://localhost:8080/dashboard,16,0,0
